question,correct_answers,question_type
A square has an area of 2.1x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,23;2,numerical_tolerance
Convert 8.79x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.339;0.002,numerical_tolerance
Convert 2.3x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.89;0.02,numerical_tolerance
"Rewrite 3.3x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",5.1e5;20000,numerical_tolerance
"Rewrite 3.2x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",12;2,numerical_tolerance
"Rewrite 3.76x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",40.5;0.2,numerical_tolerance
Convert 1.1x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,120;20,numerical_tolerance
Convert 1.04x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.61e4;200,numerical_tolerance
A square has an area of 1.9x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.73;0.02,numerical_tolerance
"Rewrite 1.23x10<sup>6</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.475;0.002,numerical_tolerance
Convert 1.22x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.89e6;20000,numerical_tolerance
Convert 1.27x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.0490;0.0002,numerical_tolerance
"Rewrite 8.9x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",960;20,numerical_tolerance
Convert 1.84x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,2.85e6;20000,numerical_tolerance
"Rewrite 1.10x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.71e5;2000,numerical_tolerance
A square has an area of 3.55x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,1.37;0.02,numerical_tolerance
Convert 2.2x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,240;20,numerical_tolerance
A square has an area of 2.06x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,222;2,numerical_tolerance
Convert 9.8x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,38;2,numerical_tolerance
"Rewrite 4.11x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",44.2;0.2,numerical_tolerance
Convert the following to ft<sup>2</sup>: 6.14x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,6.61;0.02,numerical_tolerance
"Rewrite 1.3x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.050;0.002,numerical_tolerance
A square has an area of 8.43x10<sup>7</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,1.31e7;200000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 8.06x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,8.68;0.02,numerical_tolerance
"Rewrite 2.0x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",7.7;0.2,numerical_tolerance
"Rewrite 7.1x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",760;20,numerical_tolerance
Convert 1.9x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,2.9e6;200000,numerical_tolerance
Convert 1.5x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,160;20,numerical_tolerance
Convert 5.75x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,8.91e5;2000,numerical_tolerance
A square has an area of 6.35x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,684;2,numerical_tolerance
Convert 2.8x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,1.1;0.2,numerical_tolerance
Convert the following to ft<sup>2</sup>: 2.13x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,2.29;0.02,numerical_tolerance
Convert the following to in<sup>2</sup>: 4.27x10<sup>5</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,6.62e4;200,numerical_tolerance
A square has an area of 5.88x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,63.3;0.2,numerical_tolerance
Convert 3.66x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,5.67e5;2000,numerical_tolerance
Convert the following to in<sup>2</sup>: 1.60x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,2.48e5;2000,numerical_tolerance
"Rewrite 4.4x10<sup>6</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",1.7;0.2,numerical_tolerance
Convert the following to in<sup>2</sup>: 2.3x10<sup>7</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,3.6e6;200000,numerical_tolerance
"Rewrite 7.13x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.275;0.002,numerical_tolerance
A square has an area of 3.2x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,34;2,numerical_tolerance
"Rewrite 4.0x10<sup>7</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",6.2e6;200000,numerical_tolerance
"Rewrite 6.10x10<sup>7</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",9.46e6;20000,numerical_tolerance
"Rewrite 2.0x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",2.2;0.2,numerical_tolerance
A square has an area of 3.1x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,4.8e4;2000,numerical_tolerance
A square has an area of 1.47x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,15.8;0.2,numerical_tolerance
Convert 4.32x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,46.5;0.2,numerical_tolerance
Convert 2.2x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.085;0.002,numerical_tolerance
Convert 2.36x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.0911;0.0002,numerical_tolerance
Convert 7.9x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.2e6;200000,numerical_tolerance
A square has an area of 1.4x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,2.2e4;2000,numerical_tolerance
Convert 7.3x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.1e6;200000,numerical_tolerance
Convert 3.81x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,5.91e6;20000,numerical_tolerance
Convert 1.1x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,120;20,numerical_tolerance
Convert the following to in<sup>2</sup>: 1.81x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,2.81e5;2000,numerical_tolerance
"Rewrite 5.32x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",8.25e5;2000,numerical_tolerance
Convert the following to mi<sup>2</sup>: 1.48x10<sup>5</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.0571;0.0002,numerical_tolerance
"Rewrite 2.14x10<sup>6</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.826;0.002,numerical_tolerance
Convert 1.14x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.77e4;200,numerical_tolerance
"Rewrite 9.3x10<sup>5</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.4e5;20000,numerical_tolerance
Convert the following to in<sup>2</sup>: 2.0x10<sup>7</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,3.1e6;200000,numerical_tolerance
Convert the following to mi<sup>2</sup>: 2.2x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.85;0.02,numerical_tolerance
A square has an area of 1.41x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,2.19e4;200,numerical_tolerance
"Rewrite 1.48x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",1.59;0.02,numerical_tolerance
"Rewrite 4.93x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",7.64e5;2000,numerical_tolerance
Convert 1.05x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,4.05;0.02,numerical_tolerance
Convert 2.17x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,3.36e6;20000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 3.0x10<sup>6</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,32;2,numerical_tolerance
A square has an area of 4.79x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,51.6;0.2,numerical_tolerance
Convert the following to in<sup>2</sup>: 9.70x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,1.50e6;20000,numerical_tolerance
Convert 7.7x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.2e6;200000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 3.3x10<sup>6</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,36;2,numerical_tolerance
Convert 5.2x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,8.1e6;200000,numerical_tolerance
"Rewrite 5.1x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",550;20,numerical_tolerance
A square has an area of 3.45x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,3.71;0.02,numerical_tolerance
Convert 3.73x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,5.78e4;200,numerical_tolerance
Convert 1.94x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,3.01e6;20000,numerical_tolerance
Convert 1.1x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,1.2;0.2,numerical_tolerance
"Rewrite 1.22x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",13.1;0.2,numerical_tolerance
Convert 4.26x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,6.60e5;2000,numerical_tolerance
Convert the following to mi<sup>2</sup>: 3.13x10<sup>7</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,12.1;0.2,numerical_tolerance
"Rewrite 2.5x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.097;0.002,numerical_tolerance
Convert the following to mi<sup>2</sup>: 1.19x10<sup>5</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.0459;0.0002,numerical_tolerance
Convert 3.12x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,1.20;0.02,numerical_tolerance
A square has an area of 1.2x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.46;0.02,numerical_tolerance
A square has an area of 3.2x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,340;20,numerical_tolerance
Convert 5.10x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,7.91e4;200,numerical_tolerance
A square has an area of 9.0x10<sup>7</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,35;2,numerical_tolerance
A square has an area of 2.1x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,3.3e4;2000,numerical_tolerance
A square has an area of 6.45x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,2.49;0.02,numerical_tolerance
A square has an area of 2.8x10<sup>5</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.11;0.02,numerical_tolerance
A square has an area of 2.4x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,2.6;0.2,numerical_tolerance
Convert 5.2x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,8.1e5;20000,numerical_tolerance
Convert 2.81x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.108;0.002,numerical_tolerance
"Rewrite 8.66x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.334;0.002,numerical_tolerance
Convert the following to mi<sup>2</sup>: 6.9x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,2.7;0.2,numerical_tolerance
"Rewrite 1.14x10<sup>5</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.77e4;200,numerical_tolerance
"Rewrite 5.96x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",9.24e5;2000,numerical_tolerance
Convert the following to in<sup>2</sup>: 2.0x10<sup>5</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,3.1e4;2000,numerical_tolerance
"Rewrite 1.3x10<sup>6</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.50;0.02,numerical_tolerance
"Rewrite 1.94x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",209;2,numerical_tolerance
Convert 6.19x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,23.9;0.2,numerical_tolerance
"Rewrite 1.5x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",160;20,numerical_tolerance
"Rewrite 1.0x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",3.9;0.2,numerical_tolerance
"Rewrite 2.4x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.093;0.002,numerical_tolerance
Convert 1.60x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,2.48e5;2000,numerical_tolerance
"Rewrite 8.7x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",34;2,numerical_tolerance
Convert the following to in<sup>2</sup>: 2.84x10<sup>7</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,4.40e6;20000,numerical_tolerance
"Rewrite 5.9x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",9.1e5;20000,numerical_tolerance
Convert 6.62x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.256;0.002,numerical_tolerance
Convert 4.5x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,7.0e4;2000,numerical_tolerance
Convert the following to mi<sup>2</sup>: 7.1x10<sup>7</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,27;2,numerical_tolerance
"Rewrite 2.0x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",220;20,numerical_tolerance
Convert 1.5x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,2.3e5;20000,numerical_tolerance
"Rewrite 2.6x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",28;2,numerical_tolerance
"Rewrite 1.59x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",171;2,numerical_tolerance
Convert 2.18x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,3.38e5;2000,numerical_tolerance
Convert 1.5x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,2.3e5;20000,numerical_tolerance
A square has an area of 5.7x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,6.1;0.2,numerical_tolerance
"Rewrite 1.2x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",4.6;0.2,numerical_tolerance
Convert 1.13x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,1.22;0.02,numerical_tolerance
Convert 3.1x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,4.8e5;20000,numerical_tolerance
Convert 8.3x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.32;0.02,numerical_tolerance
Convert 1.85x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,199;2,numerical_tolerance
Convert 6.91x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.07e6;20000,numerical_tolerance
Convert the following to mi<sup>2</sup>: 1.04x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.402;0.002,numerical_tolerance
A square has an area of 1.27x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,1.97e5;2000,numerical_tolerance
Convert 2.8x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,4.3e4;2000,numerical_tolerance
Convert the following to mi<sup>2</sup>: 2.5x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.97;0.02,numerical_tolerance
Convert the following to in<sup>2</sup>: 2.3x10<sup>5</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,3.6e4;2000,numerical_tolerance
A square has an area of 7.01x10<sup>7</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,1.09e7;200000,numerical_tolerance
A square has an area of 1.1x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,12;2,numerical_tolerance
"Rewrite 6.16x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",6.63;0.02,numerical_tolerance
Convert 1.2x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.9e5;20000,numerical_tolerance
A square has an area of 1.89x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,2.03;0.02,numerical_tolerance
Convert 3.6x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,5.6e5;20000,numerical_tolerance
Convert the following to in<sup>2</sup>: 2.85x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,4.42e5;2000,numerical_tolerance
Convert 9.40x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.46e5;2000,numerical_tolerance
Convert the following to in<sup>2</sup>: 2.3x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,3.6e5;20000,numerical_tolerance
A square has an area of 3.25x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,350.;2,numerical_tolerance
"Rewrite 9.80x10<sup>6</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",3.78;0.02,numerical_tolerance
"Rewrite 3.6x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.14;0.02,numerical_tolerance
"Rewrite 5.0x10<sup>7</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",7.8e6;200000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 2.2x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,240;20,numerical_tolerance
Convert 4.5x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,7.0e4;2000,numerical_tolerance
A square has an area of 1.2x10<sup>5</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.046;0.002,numerical_tolerance
"Rewrite 5.33x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",57.4;0.2,numerical_tolerance
Convert 8.2x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.32;0.02,numerical_tolerance
A square has an area of 1.6x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,1.7;0.2,numerical_tolerance
Convert 5.20x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,56.0;0.2,numerical_tolerance
Convert 1.98x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.0764;0.0002,numerical_tolerance
Convert the following to in<sup>2</sup>: 1.5x10<sup>7</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,2.3e6;200000,numerical_tolerance
A square has an area of 1.5x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,1.6;0.2,numerical_tolerance
Convert the following to mi<sup>2</sup>: 2.57x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.992;0.002,numerical_tolerance
Convert 3.39x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,365;2,numerical_tolerance
A square has an area of 1.2x10<sup>5</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.046;0.002,numerical_tolerance
Convert the following to mi<sup>2</sup>: 4.3x10<sup>5</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.17;0.02,numerical_tolerance
"Rewrite 3.9x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",4.2;0.2,numerical_tolerance
"Rewrite 2.8x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.11;0.02,numerical_tolerance
Convert the following to in<sup>2</sup>: 8.44x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,1.31e6;20000,numerical_tolerance
"Rewrite 3.98x10<sup>6</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",1.54;0.02,numerical_tolerance
A square has an area of 5.17x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,2.00;0.02,numerical_tolerance
A square has an area of 7.04x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,758;2,numerical_tolerance
Convert 3.61x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,389;2,numerical_tolerance
Convert 8.94x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,3.45;0.02,numerical_tolerance
Convert 2.58x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,4.00e6;20000,numerical_tolerance
Convert 7.1x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.1e6;200000,numerical_tolerance
Convert 1.39x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,1.50;0.02,numerical_tolerance
A square has an area of 3.5x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,380;20,numerical_tolerance
"Rewrite 2.24x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",3.47e5;2000,numerical_tolerance
"Rewrite 9.91x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",1070;20,numerical_tolerance
Convert 3.03x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,4.70e5;2000,numerical_tolerance
A square has an area of 8.9x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,9.6;0.2,numerical_tolerance
Convert 3.3x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,5.1e6;200000,numerical_tolerance
"Rewrite 2.6x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",10.;2,numerical_tolerance
"Rewrite 1.17x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.0452;0.0002,numerical_tolerance
A square has an area of 2.22x10<sup>5</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.0857;0.0002,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.59x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,171;2,numerical_tolerance
"Rewrite 5.64x10<sup>5</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",8.74e4;200,numerical_tolerance
"Rewrite 4.28x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",6.63e5;2000,numerical_tolerance
A square has an area of 4.2x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,1.6;0.2,numerical_tolerance
A square has an area of 3.9x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,6.0e4;2000,numerical_tolerance
