question,correct_answers,incorrect_answers,question_type
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""H_{2}SO_{4}(aq)+2NaOH(aq)\leftrightarrows{}Na_{2}SO_{4}(aq)+2H_{2}O(l)"" src=""https://weber.instructure.com/equation_images/H_%7B2%7DSO_%7B4%7D%28aq%29%2B2NaOH%28aq%29%5Cleftrightarrows%7B%7DNa_%7B2%7DSO_%7B4%7D%28aq%29%2B2H_%7B2%7DO%28l%29?scale=1.5"" alt=""LaTeX: H_{2}SO_{4}(aq)+2NaOH(aq)\leftrightarrows{}Na_{2}SO_{4}(aq)+2H_{2}O(l)"" data-equation-content=""H_{2}SO_{4}(aq)+2NaOH(aq)\leftrightarrows{}Na_{2}SO_{4}(aq)+2H_{2}O(l)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""BaCl_{2}(aq)+2H_{2}SO_{4}(aq)\leftrightarrows{}BaSO_{4}(s)+2HCl(aq)"" src=""https://weber.instructure.com/equation_images/BaCl_%7B2%7D%28aq%29%2B2H_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DBaSO_%7B4%7D%28s%29%2B2HCl%28aq%29?scale=1.5"" alt=""LaTeX: BaCl_{2}(aq)+2H_{2}SO_{4}(aq)\leftrightarrows{}BaSO_{4}(s)+2HCl(aq)"" data-equation-content=""BaCl_{2}(aq)+2H_{2}SO_{4}(aq)\leftrightarrows{}BaSO_{4}(s)+2HCl(aq)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Fe_{2}O_{3}(s)+3CO(g)\leftrightarrows{}2Fe(s)+3CO_{2}(g)"" src=""https://weber.instructure.com/equation_images/Fe_%7B2%7DO_%7B3%7D%28s%29%2B3CO%28g%29%5Cleftrightarrows%7B%7D2Fe%28s%29%2B3CO_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: Fe_{2}O_{3}(s)+3CO(g)\leftrightarrows{}2Fe(s)+3CO_{2}(g)"" data-equation-content=""Fe_{2}O_{3}(s)+3CO(g)\leftrightarrows{}2Fe(s)+3CO_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""H_{2}SO_{4}(aq)+2LiOH(aq)\leftrightarrows{}Li_{2}SO_{4}(aq)+2H_{2}O(l)"" src=""https://weber.instructure.com/equation_images/H_%7B2%7DSO_%7B4%7D%28aq%29%2B2LiOH%28aq%29%5Cleftrightarrows%7B%7DLi_%7B2%7DSO_%7B4%7D%28aq%29%2B2H_%7B2%7DO%28l%29?scale=1.5"" alt=""LaTeX: H_{2}SO_{4}(aq)+2LiOH(aq)\leftrightarrows{}Li_{2}SO_{4}(aq)+2H_{2}O(l)"" data-equation-content=""H_{2}SO_{4}(aq)+2LiOH(aq)\leftrightarrows{}Li_{2}SO_{4}(aq)+2H_{2}O(l)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Na(s)+S(s)\leftrightarrows{}2Na_{2}S(s)"" src=""https://weber.instructure.com/equation_images/2Na%28s%29%2BS%28s%29%5Cleftrightarrows%7B%7D2Na_%7B2%7DS%28s%29?scale=1.5"" alt=""LaTeX: 2Na(s)+S(s)\leftrightarrows{}2Na_{2}S(s)"" data-equation-content=""2Na(s)+S(s)\leftrightarrows{}2Na_{2}S(s)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""BaCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}BaSO_{4}(s)+2HCl(aq)"" src=""https://weber.instructure.com/equation_images/BaCl_%7B2%7D%28aq%29%2BH_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DBaSO_%7B4%7D%28s%29%2B2HCl%28aq%29?scale=1.5"" alt=""LaTeX: BaCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}BaSO_{4}(s)+2HCl(aq)"" data-equation-content=""BaCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}BaSO_{4}(s)+2HCl(aq)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Mg(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Mg_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" src=""https://weber.instructure.com/equation_images/3Mg%28s%29%2B2H_%7B3%7DPO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DMg_%7B3%7D%28PO_%7B4%7D%29_%7B2%7D%28s%29%2B3H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 3Mg(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Mg_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-equation-content=""3Mg(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Mg_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2NaCl(aq)+Pb(NO_{3})_{2}(aq)\leftrightarrows{}PbCl_{2}(s)+3NaNO_{3}(aq)"" src=""https://weber.instructure.com/equation_images/2NaCl%28aq%29%2BPb%28NO_%7B3%7D%29_%7B2%7D%28aq%29%5Cleftrightarrows%7B%7DPbCl_%7B2%7D%28s%29%2B3NaNO_%7B3%7D%28aq%29?scale=1.5"" alt=""LaTeX: 2NaCl(aq)+Pb(NO_{3})_{2}(aq)\leftrightarrows{}PbCl_{2}(s)+3NaNO_{3}(aq)"" data-equation-content=""2NaCl(aq)+Pb(NO_{3})_{2}(aq)\leftrightarrows{}PbCl_{2}(s)+3NaNO_{3}(aq)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2C_{4}H_{10}(g)+13O_{2}(g)\leftrightarrows{}8CO_{2}(g)+10H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/2C_%7B4%7DH_%7B10%7D%28g%29%2B13O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D8CO_%7B2%7D%28g%29%2B10H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: 2C_{4}H_{10}(g)+13O_{2}(g)\leftrightarrows{}8CO_{2}(g)+10H_{2}O(g)"" data-equation-content=""2C_{4}H_{10}(g)+13O_{2}(g)\leftrightarrows{}8CO_{2}(g)+10H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2C(s)+4RuO(s)\leftrightarrows{}4Ru(s)+2CO_{2}(g)"" src=""https://weber.instructure.com/equation_images/2C%28s%29%2B4RuO%28s%29%5Cleftrightarrows%7B%7D4Ru%28s%29%2B2CO_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2C(s)+4RuO(s)\leftrightarrows{}4Ru(s)+2CO_{2}(g)"" data-equation-content=""2C(s)+4RuO(s)\leftrightarrows{}4Ru(s)+2CO_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2CoCl_{3}(aq)+3Zn(s)\leftrightarrows{}2Co(s)+3ZnCl_{2}(aq)"" src=""https://weber.instructure.com/equation_images/2CoCl_%7B3%7D%28aq%29%2B3Zn%28s%29%5Cleftrightarrows%7B%7D2Co%28s%29%2B3ZnCl_%7B2%7D%28aq%29?scale=1.5"" alt=""LaTeX: 2CoCl_{3}(aq)+3Zn(s)\leftrightarrows{}2Co(s)+3ZnCl_{2}(aq)"" data-equation-content=""2CoCl_{3}(aq)+3Zn(s)\leftrightarrows{}2Co(s)+3ZnCl_{2}(aq)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""C_{3}H_{8}(g)+5O_{2}(g)\leftrightarrows{}4CO_{2}(g)+4H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/C_%7B3%7DH_%7B8%7D%28g%29%2B5O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D4CO_%7B2%7D%28g%29%2B4H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: C_{3}H_{8}(g)+5O_{2}(g)\leftrightarrows{}4CO_{2}(g)+4H_{2}O(g)"" data-equation-content=""C_{3}H_{8}(g)+5O_{2}(g)\leftrightarrows{}4CO_{2}(g)+4H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2NH_{3}(g)+H_{2}SO_{4}(aq)\leftrightarrows{}(NH_{4})_{2}SO_{4}(aq)"" src=""https://weber.instructure.com/equation_images/2NH_%7B3%7D%28g%29%2BH_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7D%28NH_%7B4%7D%29_%7B2%7DSO_%7B4%7D%28aq%29?scale=1.5"" alt=""LaTeX: 2NH_{3}(g)+H_{2}SO_{4}(aq)\leftrightarrows{}(NH_{4})_{2}SO_{4}(aq)"" data-equation-content=""2NH_{3}(g)+H_{2}SO_{4}(aq)\leftrightarrows{}(NH_{4})_{2}SO_{4}(aq)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2NaI(aq)+Br_{2}(g)\leftrightarrows{}2NaBr(aq)+2I_{2}(s)"" src=""https://weber.instructure.com/equation_images/2NaI%28aq%29%2BBr_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2NaBr%28aq%29%2B2I_%7B2%7D%28s%29?scale=1.5"" alt=""LaTeX: 2NaI(aq)+Br_{2}(g)\leftrightarrows{}2NaBr(aq)+2I_{2}(s)"" data-equation-content=""2NaI(aq)+Br_{2}(g)\leftrightarrows{}2NaBr(aq)+2I_{2}(s)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Na(s)+2S(s)\leftrightarrows{}Na_{2}S(s)"" src=""https://weber.instructure.com/equation_images/2Na%28s%29%2B2S%28s%29%5Cleftrightarrows%7B%7DNa_%7B2%7DS%28s%29?scale=1.5"" alt=""LaTeX: 2Na(s)+2S(s)\leftrightarrows{}Na_{2}S(s)"" data-equation-content=""2Na(s)+2S(s)\leftrightarrows{}Na_{2}S(s)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Fe(s)+4H_{2}O(g)\leftrightarrows{}Fe_{3}O_{4}(s)+4H_{2}(g)"" src=""https://weber.instructure.com/equation_images/3Fe%28s%29%2B4H_%7B2%7DO%28g%29%5Cleftrightarrows%7B%7DFe_%7B3%7DO_%7B4%7D%28s%29%2B4H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 3Fe(s)+4H_{2}O(g)\leftrightarrows{}Fe_{3}O_{4}(s)+4H_{2}(g)"" data-equation-content=""3Fe(s)+4H_{2}O(g)\leftrightarrows{}Fe_{3}O_{4}(s)+4H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Na(s)+S(s)\leftrightarrows{}Na_{2}S(s)"" src=""https://weber.instructure.com/equation_images/2Na%28s%29%2BS%28s%29%5Cleftrightarrows%7B%7DNa_%7B2%7DS%28s%29?scale=1.5"" alt=""LaTeX: 2Na(s)+S(s)\leftrightarrows{}Na_{2}S(s)"" data-equation-content=""2Na(s)+S(s)\leftrightarrows{}Na_{2}S(s)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""N_{2}(g)+3H_{2}(g)\leftrightarrows{}NH_{3}(g)"" src=""https://weber.instructure.com/equation_images/N_%7B2%7D%28g%29%2B3H_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DNH_%7B3%7D%28g%29?scale=1.5"" alt=""LaTeX: N_{2}(g)+3H_{2}(g)\leftrightarrows{}NH_{3}(g)"" data-equation-content=""N_{2}(g)+3H_{2}(g)\leftrightarrows{}NH_{3}(g)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Be(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Be_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" src=""https://weber.instructure.com/equation_images/3Be%28s%29%2B2H_%7B3%7DPO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DBe_%7B3%7D%28PO_%7B4%7D%29_%7B2%7D%28s%29%2B3H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 3Be(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Be_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-equation-content=""3Be(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Be_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""O_{2}(g)+2H_{2}(g)\leftrightarrows{}2H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/O_%7B2%7D%28g%29%2B2H_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: O_{2}(g)+2H_{2}(g)\leftrightarrows{}2H_{2}O(g)"" data-equation-content=""O_{2}(g)+2H_{2}(g)\leftrightarrows{}2H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Sr(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Sr_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" src=""https://weber.instructure.com/equation_images/3Sr%28s%29%2B2H_%7B3%7DPO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DSr_%7B3%7D%28PO_%7B4%7D%29_%7B2%7D%28s%29%2B3H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 3Sr(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Sr_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-equation-content=""3Sr(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Sr_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Fe_{2}O_{3}(s)+3CO(g)\leftrightarrows{}2Fe(s)+3CO_{2}(g)"" src=""https://weber.instructure.com/equation_images/Fe_%7B2%7DO_%7B3%7D%28s%29%2B3CO%28g%29%5Cleftrightarrows%7B%7D2Fe%28s%29%2B3CO_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: Fe_{2}O_{3}(s)+3CO(g)\leftrightarrows{}2Fe(s)+3CO_{2}(g)"" data-equation-content=""Fe_{2}O_{3}(s)+3CO(g)\leftrightarrows{}2Fe(s)+3CO_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Mg(s)+O_{2}(g)\leftrightarrows{}MgO(s)"" src=""https://weber.instructure.com/equation_images/2Mg%28s%29%2BO_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DMgO%28s%29?scale=1.5"" alt=""LaTeX: 2Mg(s)+O_{2}(g)\leftrightarrows{}MgO(s)"" data-equation-content=""2Mg(s)+O_{2}(g)\leftrightarrows{}MgO(s)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3Mg(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Mg_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" src=""https://weber.instructure.com/equation_images/3Mg%28s%29%2B2H_%7B3%7DPO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DMg_%7B3%7D%28PO_%7B4%7D%29_%7B2%7D%28s%29%2B3H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 3Mg(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Mg_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-equation-content=""3Mg(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Mg_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2NH_{3}(g)+H_{2}SO_{4}(aq)\leftrightarrows{}2(NH_{4})_{2}SO_{4}(aq)"" src=""https://weber.instructure.com/equation_images/2NH_%7B3%7D%28g%29%2BH_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7D2%28NH_%7B4%7D%29_%7B2%7DSO_%7B4%7D%28aq%29?scale=1.5"" alt=""LaTeX: 2NH_{3}(g)+H_{2}SO_{4}(aq)\leftrightarrows{}2(NH_{4})_{2}SO_{4}(aq)"" data-equation-content=""2NH_{3}(g)+H_{2}SO_{4}(aq)\leftrightarrows{}2(NH_{4})_{2}SO_{4}(aq)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2NaI(aq)+Br_{2}(g)\leftrightarrows{}2NaBr(aq)+I_{2}(s)"" src=""https://weber.instructure.com/equation_images/2NaI%28aq%29%2BBr_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2NaBr%28aq%29%2BI_%7B2%7D%28s%29?scale=1.5"" alt=""LaTeX: 2NaI(aq)+Br_{2}(g)\leftrightarrows{}2NaBr(aq)+I_{2}(s)"" data-equation-content=""2NaI(aq)+Br_{2}(g)\leftrightarrows{}2NaBr(aq)+I_{2}(s)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2KI(aq)+Cl_{2}(g)\leftrightarrows{}2KCl(aq)+I_{2}(s)"" src=""https://weber.instructure.com/equation_images/2KI%28aq%29%2BCl_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2KCl%28aq%29%2BI_%7B2%7D%28s%29?scale=1.5"" alt=""LaTeX: 2KI(aq)+Cl_{2}(g)\leftrightarrows{}2KCl(aq)+I_{2}(s)"" data-equation-content=""2KI(aq)+Cl_{2}(g)\leftrightarrows{}2KCl(aq)+I_{2}(s)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""H_{2}(g)+Cl_{2}(g)\leftrightarrows{}2HCl(g)"" src=""https://weber.instructure.com/equation_images/H_%7B2%7D%28g%29%2BCl_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2HCl%28g%29?scale=1.5"" alt=""LaTeX: H_{2}(g)+Cl_{2}(g)\leftrightarrows{}2HCl(g)"" data-equation-content=""H_{2}(g)+Cl_{2}(g)\leftrightarrows{}2HCl(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""CuSO_{4}(aq)+2NaOH(aq)\leftrightarrows{}Cu(OH)_{2}(s)+Na_{2}SO_{4}(aq)"" src=""https://weber.instructure.com/equation_images/CuSO_%7B4%7D%28aq%29%2B2NaOH%28aq%29%5Cleftrightarrows%7B%7DCu%28OH%29_%7B2%7D%28s%29%2BNa_%7B2%7DSO_%7B4%7D%28aq%29?scale=1.5"" alt=""LaTeX: CuSO_{4}(aq)+2NaOH(aq)\leftrightarrows{}Cu(OH)_{2}(s)+Na_{2}SO_{4}(aq)"" data-equation-content=""CuSO_{4}(aq)+2NaOH(aq)\leftrightarrows{}Cu(OH)_{2}(s)+Na_{2}SO_{4}(aq)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Be(s)+O_{2}(g)\leftrightarrows{}2BeO(s)"" src=""https://weber.instructure.com/equation_images/Be%28s%29%2BO_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2BeO%28s%29?scale=1.5"" alt=""LaTeX: Be(s)+O_{2}(g)\leftrightarrows{}2BeO(s)"" data-equation-content=""Be(s)+O_{2}(g)\leftrightarrows{}2BeO(s)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Be(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Be_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2Be%28s%29%2B2H_%7B3%7DPO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DBe_%7B3%7D%28PO_%7B4%7D%29_%7B2%7D%28s%29%2B3H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2Be(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Be_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-equation-content=""2Be(s)+2H_{3}PO_{4}(aq)\leftrightarrows{}Be_{3}(PO_{4})_{2}(s)+3H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""C_{3}H_{8}(g)+5O_{2}(g)\leftrightarrows{}4CO_{2}(g)+4H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/C_%7B3%7DH_%7B8%7D%28g%29%2B5O_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D4CO_%7B2%7D%28g%29%2B4H_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: C_{3}H_{8}(g)+5O_{2}(g)\leftrightarrows{}4CO_{2}(g)+4H_{2}O(g)"" data-equation-content=""C_{3}H_{8}(g)+5O_{2}(g)\leftrightarrows{}4CO_{2}(g)+4H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2HCl(aq)+Sr(s)\leftrightarrows{}SrCl_{2}(aq)+2H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2HCl%28aq%29%2BSr%28s%29%5Cleftrightarrows%7B%7DSrCl_%7B2%7D%28aq%29%2B2H_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2HCl(aq)+Sr(s)\leftrightarrows{}SrCl_{2}(aq)+2H_{2}(g)"" data-equation-content=""2HCl(aq)+Sr(s)\leftrightarrows{}SrCl_{2}(aq)+2H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Na(s)+S(s)\leftrightarrows{}Na_{2}S(s)"" src=""https://weber.instructure.com/equation_images/2Na%28s%29%2BS%28s%29%5Cleftrightarrows%7B%7DNa_%7B2%7DS%28s%29?scale=1.5"" alt=""LaTeX: 2Na(s)+S(s)\leftrightarrows{}Na_{2}S(s)"" data-equation-content=""2Na(s)+S(s)\leftrightarrows{}Na_{2}S(s)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2KI(aq)+Br_{2}(g)\leftrightarrows{}2KBr(aq)+I_{2}(s)"" src=""https://weber.instructure.com/equation_images/2KI%28aq%29%2BBr_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2KBr%28aq%29%2BI_%7B2%7D%28s%29?scale=1.5"" alt=""LaTeX: 2KI(aq)+Br_{2}(g)\leftrightarrows{}2KBr(aq)+I_{2}(s)"" data-equation-content=""2KI(aq)+Br_{2}(g)\leftrightarrows{}2KBr(aq)+I_{2}(s)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2Sr(s)+O_{2}(g)\leftrightarrows{}SrO(s)"" src=""https://weber.instructure.com/equation_images/2Sr%28s%29%2BO_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DSrO%28s%29?scale=1.5"" alt=""LaTeX: 2Sr(s)+O_{2}(g)\leftrightarrows{}SrO(s)"" data-equation-content=""2Sr(s)+O_{2}(g)\leftrightarrows{}SrO(s)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""CuSO_{4}(aq)+3NaOH(aq)\leftrightarrows{}Cu(OH)_{2}(s)+Na_{2}SO_{4}(aq)"" src=""https://weber.instructure.com/equation_images/CuSO_%7B4%7D%28aq%29%2B3NaOH%28aq%29%5Cleftrightarrows%7B%7DCu%28OH%29_%7B2%7D%28s%29%2BNa_%7B2%7DSO_%7B4%7D%28aq%29?scale=1.5"" alt=""LaTeX: CuSO_{4}(aq)+3NaOH(aq)\leftrightarrows{}Cu(OH)_{2}(s)+Na_{2}SO_{4}(aq)"" data-equation-content=""CuSO_{4}(aq)+3NaOH(aq)\leftrightarrows{}Cu(OH)_{2}(s)+Na_{2}SO_{4}(aq)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""H_{2}SO_{4}(aq)+2KOH(aq)\leftrightarrows{}K_{2}SO_{4}(aq)+3H_{2}O(l)"" src=""https://weber.instructure.com/equation_images/H_%7B2%7DSO_%7B4%7D%28aq%29%2B2KOH%28aq%29%5Cleftrightarrows%7B%7DK_%7B2%7DSO_%7B4%7D%28aq%29%2B3H_%7B2%7DO%28l%29?scale=1.5"" alt=""LaTeX: H_{2}SO_{4}(aq)+2KOH(aq)\leftrightarrows{}K_{2}SO_{4}(aq)+3H_{2}O(l)"" data-equation-content=""H_{2}SO_{4}(aq)+2KOH(aq)\leftrightarrows{}K_{2}SO_{4}(aq)+3H_{2}O(l)"" data-ignore-a11y-check=""""></mattext>",No,Yes,multiple_choice
"Is this reaction balanced:<br><mattext texttype=""text/html""><img class=""equation_image"" title=""N_{2}(g)+3H_{2}(g)\leftrightarrows{}2NH_{3}(g)"" src=""https://weber.instructure.com/equation_images/N_%7B2%7D%28g%29%2B3H_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2NH_%7B3%7D%28g%29?scale=1.5"" alt=""LaTeX: N_{2}(g)+3H_{2}(g)\leftrightarrows{}2NH_{3}(g)"" data-equation-content=""N_{2}(g)+3H_{2}(g)\leftrightarrows{}2NH_{3}(g)"" data-ignore-a11y-check=""""></mattext>",Yes,No,multiple_choice
