question,correct_answers,question_type
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>325.2212 ± 42.900,330 ± 40;330±40;3.3e2 ± 4e1;3.3e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>755.1560 ± 14.6927,755 ± 15;755±15;7.55e2 ± 1.5e1;7.55e2±1.5e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>397.87494 ± 28.0897,4.0e2 ± 30;4.0e2±30;4.0e2 ± 3e1;4.0e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>530.4583 ± 3.6716,530. ± 4;530.±4;5.30e2 ± 4e0;5.30e2±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>201.3072 ± 50.5486,2.0e2 ± 50;2.0e2±50;2.0e2 ± 5e1;2.0e2±5e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>54.842510 ± 1.61037,54.8 ± 1.6;54.8±1.6;5.48e1 ± 1.6e0;5.48e1±1.6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>77.086986 ± 29.042,80 ± 30;80±30;8e1 ± 3e1;8e1±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>353.50365 ± 0.46573,353.5 ± 0.5;353.5±0.5;3.535e2 ± 5e-1;3.535e2±5e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>700.9517 ± 2.16336,701 ± 2;701±2;7.01e2 ± 2e0;7.01e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>595.5591 ± 9.1725,596 ± 9;596±9;5.96e2 ± 9e0;5.96e2±9e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>346.16256 ± 2.1482,346 ± 2;346±2;3.46e2 ± 2e0;3.46e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>202.7698 ± 5.0797,203 ± 5;203±5;2.03e2 ± 5e0;2.03e2±5e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>505.1966 ± 72.4696,510 ± 70;510±70;5.1e2 ± 7e1;5.1e2±7e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>789.9711 ± 11.1491,790. ± 11;790.±11;7.90e2 ± 1.1e1;7.90e2±1.1e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>669.65513 ± 2.65587,670. ± 3;670.±3;6.70e2 ± 3e0;6.70e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>854.6182 ± 1.89220,854.6 ± 1.9;854.6±1.9;8.546e2 ± 1.9e0;8.546e2±1.9e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>218.01321 ± 3.8064,218 ± 4;218±4;2.18e2 ± 4e0;2.18e2±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>101.20187 ± 4.1572,101 ± 4;101±4;1.01e2 ± 4e0;1.01e2±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>988.6638 ± 30.236,990 ± 30;990±30;9.9e2 ± 3e1;9.9e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>648.84915 ± 235.317,600 ± 200;600±200;6e2 ± 2e2;6e2±2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>173.7770 ± 0.762667,173.8 ± 0.8;173.8±0.8;1.738e2 ± 8e-1;1.738e2±8e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>247.87231 ± 0.667580,247.9 ± 0.7;247.9±0.7;2.479e2 ± 7e-1;2.479e2±7e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>654.71251 ± 42.268,650 ± 40;650±40;6.5e2 ± 4e1;6.5e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>485.6363 ± 3.16469,486 ± 3;486±3;4.86e2 ± 3e0;4.86e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>436.06102 ± 1.76491,436.1 ± 1.8;436.1±1.8;4.361e2 ± 1.8e0;4.361e2±1.8e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>836.0048 ± 1.8208,836.0 ± 1.8;836.0±1.8;8.360e2 ± 1.8e0;8.360e2±1.8e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>36.944435 ± 0.10212,36.94 ± 0.10;36.94±0.10;3.694e1 ± 1.0e-1;3.694e1±1.0e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>665.85038 ± 160.95,670 ± 160;670±160;6.7e2 ± 1.6e2;6.7e2±1.6e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>841.1269 ± 2.5780,841 ± 3;841±3;8.41e2 ± 3e0;8.41e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>653.6638 ± 11.850,654 ± 12;654±12;6.54e2 ± 1.2e1;6.54e2±1.2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>692.88865 ± 8.7945,693 ± 9;693±9;6.93e2 ± 9e0;6.93e2±9e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>513.21637 ± 2.09229,513 ± 2;513±2;5.13e2 ± 2e0;5.13e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>473.8350 ± 193.32,470 ± 190;470±190;4.7e2 ± 1.9e2;4.7e2±1.9e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>648.6248 ± 7.16708,649 ± 7;649±7;6.49e2 ± 7e0;6.49e2±7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>116.8776 ± 0.199035,116.88 ± 0.20;116.88±0.20;1.1688e2 ± 2.0e-1;1.1688e2±2.0e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>654.83055 ± 0.733907,654.8 ± 0.7;654.8±0.7;6.548e2 ± 7e-1;6.548e2±7e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>291.2227 ± 49.382,290 ± 50;290±50;2.9e2 ± 5e1;2.9e2±5e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>394.0108 ± 12.803,394 ± 13;394±13;3.94e2 ± 1.3e1;3.94e2±1.3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>834.73438 ± 57.626,830 ± 60;830±60;8.3e2 ± 6e1;8.3e2±6e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>840.5784 ± 2.3313,841 ± 2;841±2;8.41e2 ± 2e0;8.41e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>521.63256 ± 1.27021,521.6 ± 1.3;521.6±1.3;5.216e2 ± 1.3e0;5.216e2±1.3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>944.6986 ± 10.159,945 ± 10.;945±10.;9.45e2 ± 1.0e1;9.45e2±1.0e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>987.96353 ± 47.364,990 ± 50;990±50;9.9e2 ± 5e1;9.9e2±5e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>924.56866 ± 280.67,900 ± 300;900±300;9e2 ± 3e2;9e2±3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>135.82728 ± 21.290,140 ± 20;140±20;1.4e2 ± 2e1;1.4e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>461.35702 ± 0.791135,461.4 ± 0.8;461.4±0.8;4.614e2 ± 8e-1;4.614e2±8e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>418.39678 ± 0.438555,418.4 ± 0.4;418.4±0.4;4.184e2 ± 4e-1;4.184e2±4e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>95.62775 ± 0.18457,95.63 ± 0.18;95.63±0.18;9.563e1 ± 1.8e-1;9.563e1±1.8e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>253.4216 ± 0.705750,253.4 ± 0.7;253.4±0.7;2.534e2 ± 7e-1;2.534e2±7e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>801.4642 ± 2.0621,801 ± 2;801±2;8.01e2 ± 2e0;8.01e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>794.97020 ± 1.1988,795.0 ± 1.2;795.0±1.2;7.950e2 ± 1.2e0;7.950e2±1.2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>149.5645 ± 14.5421,150. ± 15;150.±15;1.50e2 ± 1.5e1;1.50e2±1.5e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>823.26894 ± 2.14516,823 ± 2;823±2;8.23e2 ± 2e0;8.23e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>82.105760 ± 27.425,80 ± 30;80±30;8e1 ± 3e1;8e1±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>655.69007 ± 94.9236,660 ± 90;660±90;6.6e2 ± 9e1;6.6e2±9e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>878.59384 ± 165.578,880 ± 170;880±170;8.8e2 ± 1.7e2;8.8e2±1.7e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>251.70376 ± 39.636,250 ± 40;250±40;2.5e2 ± 4e1;2.5e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>138.5877 ± 17.754,139 ± 18;139±18;1.39e2 ± 1.8e1;1.39e2±1.8e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>20.877727 ± 2.0605,21 ± 2;21±2;2.1e1 ± 2e0;2.1e1±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>866.5587 ± 20.863,870 ± 20;870±20;8.7e2 ± 2e1;8.7e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>349.1048 ± 0.82285,349.1 ± 0.8;349.1±0.8;3.491e2 ± 8e-1;3.491e2±8e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>311.2723 ± 0.33958,311.3 ± 0.3;311.3±0.3;3.113e2 ± 3e-1;3.113e2±3e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>341.4937 ± 42.146,340 ± 40;340±40;3.4e2 ± 4e1;3.4e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>401.13147 ± 35.407,4.0e2 ± 40;4.0e2±40;4.0e2 ± 4e1;4.0e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>546.8389 ± 2.1738,547 ± 2;547±2;5.47e2 ± 2e0;5.47e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>229.55352 ± 60.3482,230 ± 60;230±60;2.3e2 ± 6e1;2.3e2±6e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>25.978575 ± 0.111546,25.98 ± 0.11;25.98±0.11;2.598e1 ± 1.1e-1;2.598e1±1.1e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>497.45008 ± 193.175,5.0e2 ± 190;5.0e2±190;5.0e2 ± 1.9e2;5.0e2±1.9e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>891.9178 ± 6.81234,892 ± 7;892±7;8.92e2 ± 7e0;8.92e2±7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>500.9939 ± 139.74,5.0e2 ± 140;5.0e2±140;5.0e2 ± 1.4e2;5.0e2±1.4e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>593.8638 ± 36.500,590 ± 40;590±40;5.9e2 ± 4e1;5.9e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>172.5239 ± 5.28086,173 ± 5;173±5;1.73e2 ± 5e0;1.73e2±5e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>950.6454 ± 10.6246,951 ± 11;951±11;9.51e2 ± 1.1e1;9.51e2±1.1e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>978.7614 ± 9.2780,979 ± 9;979±9;9.79e2 ± 9e0;9.79e2±9e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>548.34973 ± 156.010,550 ± 160;550±160;5.5e2 ± 1.6e2;5.5e2±1.6e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>302.5019 ± 77.9811,3.0e2 ± 80;3.0e2±80;3.0e2 ± 8e1;3.0e2±8e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>823.49242 ± 4.0877,823 ± 4;823±4;8.23e2 ± 4e0;8.23e2±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>252.9282 ± 8.7297,253 ± 9;253±9;2.53e2 ± 9e0;2.53e2±9e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>439.88664 ± 20.345,440 ± 20;440±20;4.4e2 ± 2e1;4.4e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>126.22475 ± 48.2619,130 ± 50;130±50;1.3e2 ± 5e1;1.3e2±5e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>654.1757 ± 7.54275,654 ± 8;654±8;6.54e2 ± 8e0;6.54e2±8e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>764.10010 ± 0.93492,764.1 ± 0.9;764.1±0.9;7.641e2 ± 9e-1;7.641e2±9e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>672.4550 ± 138.874,670 ± 140;670±140;6.7e2 ± 1.4e2;6.7e2±1.4e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>177.0824 ± 0.758676,177.1 ± 0.8;177.1±0.8;1.771e2 ± 8e-1;1.771e2±8e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>520.0140 ± 10.369,520. ± 10.;520.±10.;5.20e2 ± 1.0e1;5.20e2±1.0e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>899.2155 ± 4.6171,899 ± 5;899±5;8.99e2 ± 5e0;8.99e2±5e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>830.5403 ± 34.403,830 ± 30;830±30;8.3e2 ± 3e1;8.3e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>663.6622 ± 139.29,660 ± 140;660±140;6.6e2 ± 1.4e2;6.6e2±1.4e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>154.31371 ± 0.951833,154.3 ± 1.0;154.3±1.0;1.543e2 ± 1.0e0;1.543e2±1.0e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>638.8047 ± 1.69245,638.8 ± 1.7;638.8±1.7;6.388e2 ± 1.7e0;6.388e2±1.7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>414.60969 ± 17.2104,415 ± 17;415±17;4.15e2 ± 1.7e1;4.15e2±1.7e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>373.3155 ± 70.8639,370 ± 70;370±70;3.7e2 ± 7e1;3.7e2±7e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>836.94496 ± 34.884,840 ± 30;840±30;8.4e2 ± 3e1;8.4e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>872.12946 ± 40.0608,870 ± 40;870±40;8.7e2 ± 4e1;8.7e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>971.00629 ± 1.50126,971.0 ± 1.5;971.0±1.5;9.710e2 ± 1.5e0;9.710e2±1.5e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>480.24908 ± 127.16,480 ± 130;480±130;4.8e2 ± 1.3e2;4.8e2±1.3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>588.4761 ± 1.66047,588.5 ± 1.7;588.5±1.7;5.885e2 ± 1.7e0;5.885e2±1.7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>200.62696 ± 29.531,2.0e2 ± 30;2.0e2±30;2.0e2 ± 3e1;2.0e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>27.204830 ± 11.3545,27 ± 11;27±11;2.7e1 ± 1.1e1;2.7e1±1.1e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>834.44183 ± 2.0812,834 ± 2;834±2;8.34e2 ± 2e0;8.34e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>175.98508 ± 0.511990,176.0 ± 0.5;176.0±0.5;1.760e2 ± 5e-1;1.760e2±5e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>210.07653 ± 42.4648,210 ± 40;210±40;2.1e2 ± 4e1;2.1e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>871.6484 ± 1.55107,871.6 ± 1.6;871.6±1.6;8.716e2 ± 1.6e0;8.716e2±1.6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>970.45717 ± 14.990,970. ± 15;970.±15;9.70e2 ± 1.5e1;9.70e2±1.5e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>992.37741 ± 33.586,990 ± 30;990±30;9.9e2 ± 3e1;9.9e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>686.9482 ± 315.311,700 ± 300;700±300;7e2 ± 3e2;7e2±3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>456.92454 ± 151.420,460 ± 150;460±150;4.6e2 ± 1.5e2;4.6e2±1.5e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>47.968168 ± 0.41329,48.0 ± 0.4;48.0±0.4;4.80e1 ± 4e-1;4.80e1±4e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>777.25728 ± 2.0526,777 ± 2;777±2;7.77e2 ± 2e0;7.77e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>383.3837 ± 16.2693,383 ± 16;383±16;3.83e2 ± 1.6e1;3.83e2±1.6e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>605.52055 ± 102.06,610 ± 1.0e2;610±1.0e2;6.1e2 ± 1.0e2;6.1e2±1.0e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>570.13861 ± 6.0330,570. ± 6;570.±6;5.70e2 ± 6e0;5.70e2±6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>722.50101 ± 1.7293,722.5 ± 1.7;722.5±1.7;7.225e2 ± 1.7e0;7.225e2±1.7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>971.0012 ± 6.76621,971 ± 7;971±7;9.71e2 ± 7e0;9.71e2±7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>384.68182 ± 124.75,380 ± 120;380±120;3.8e2 ± 1.2e2;3.8e2±1.2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>655.43180 ± 222.463,700 ± 200;700±200;7e2 ± 2e2;7e2±2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>701.29285 ± 24.749,7.0e2 ± 20;7.0e2±20;7.0e2 ± 2e1;7.0e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>824.19215 ± 1.32564,824.2 ± 1.3;824.2±1.3;8.242e2 ± 1.3e0;8.242e2±1.3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>419.4096 ± 8.3386,419 ± 8;419±8;4.19e2 ± 8e0;4.19e2±8e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>491.6093 ± 1.3157,491.6 ± 1.3;491.6±1.3;4.916e2 ± 1.3e0;4.916e2±1.3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>563.49793 ± 2.1484,563 ± 2;563±2;5.63e2 ± 2e0;5.63e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>876.4398 ± 17.895,876 ± 18;876±18;8.76e2 ± 1.8e1;8.76e2±1.8e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>250.80473 ± 57.491,250 ± 60;250±60;2.5e2 ± 6e1;2.5e2±6e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>206.6565 ± 13.0186,207 ± 13;207±13;2.07e2 ± 1.3e1;2.07e2±1.3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>544.0747 ± 6.31171,544 ± 6;544±6;5.44e2 ± 6e0;5.44e2±6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>436.19559 ± 0.60343,436.2 ± 0.6;436.2±0.6;4.362e2 ± 6e-1;4.362e2±6e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>231.3555 ± 0.273078,231.4 ± 0.3;231.4±0.3;2.314e2 ± 3e-1;2.314e2±3e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>462.3470 ± 5.77920,462 ± 6;462±6;4.62e2 ± 6e0;4.62e2±6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>417.1173 ± 6.8857,417 ± 7;417±7;4.17e2 ± 7e0;4.17e2±7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>691.8188 ± 206.445,700 ± 200;700±200;7e2 ± 2e2;7e2±2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>761.92821 ± 30.8127,760 ± 30;760±30;7.6e2 ± 3e1;7.6e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>697.7612 ± 32.9537,7.0e2 ± 30;7.0e2±30;7.0e2 ± 3e1;7.0e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>432.46478 ± 195.80,430 ± 2.0e2;430±2.0e2;4.3e2 ± 2.0e2;4.3e2±2.0e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>787.05923 ± 69.098,790 ± 70;790±70;7.9e2 ± 7e1;7.9e2±7e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>751.9814 ± 16.9259,752 ± 17;752±17;7.52e2 ± 1.7e1;7.52e2±1.7e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>971.83759 ± 10.6542,972 ± 11;972±11;9.72e2 ± 1.1e1;9.72e2±1.1e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>840.13973 ± 5.3493,840. ± 5;840.±5;8.40e2 ± 5e0;8.40e2±5e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>698.5143 ± 0.824212,698.5 ± 0.8;698.5±0.8;6.985e2 ± 8e-1;6.985e2±8e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>42.89485 ± 0.64273,42.9 ± 0.6;42.9±0.6;4.29e1 ± 6e-1;4.29e1±6e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>112.26287 ± 0.89979,112.3 ± 0.9;112.3±0.9;1.123e2 ± 9e-1;1.123e2±9e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>343.35985 ± 1.6070,343.4 ± 1.6;343.4±1.6;3.434e2 ± 1.6e0;3.434e2±1.6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>744.33974 ± 6.01826,744 ± 6;744±6;7.44e2 ± 6e0;7.44e2±6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>72.66650 ± 0.95065,72.7 ± 1.0;72.7±1.0;7.27e1 ± 1.0e0;7.27e1±1.0e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>116.0038 ± 1.0789,116.0 ± 1.1;116.0±1.1;1.160e2 ± 1.1e0;1.160e2±1.1e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>977.70430 ± 2.56402,978 ± 3;978±3;9.78e2 ± 3e0;9.78e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>940.2172 ± 3.9456,940. ± 4;940.±4;9.40e2 ± 4e0;9.40e2±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>939.01903 ± 345.92,900 ± 300;900±300;9e2 ± 3e2;9e2±3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>351.46077 ± 5.8065,351 ± 6;351±6;3.51e2 ± 6e0;3.51e2±6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>842.0620 ± 3.25798,842 ± 3;842±3;8.42e2 ± 3e0;8.42e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>579.32385 ± 119.59,580 ± 120;580±120;5.8e2 ± 1.2e2;5.8e2±1.2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>708.28268 ± 8.04605,708 ± 8;708±8;7.08e2 ± 8e0;7.08e2±8e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>260.4148 ± 0.347449,260.4 ± 0.3;260.4±0.3;2.604e2 ± 3e-1;2.604e2±3e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>843.59549 ± 1.7962,843.6 ± 1.8;843.6±1.8;8.436e2 ± 1.8e0;8.436e2±1.8e0,short_answer
