question,correct_answers,question_type
"Calculate the 99.9 % confidence interval for the following measurement.<br>3.7 ± 0.4 K, n = 10<br>Use the ± symbol in your answer.",3.7 ± 0.6;3.7±0.6;3.7e0 ± 6e-1;3.7e0±6e-1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.09 ± 0.03 h, n = 5<br>Use the ± symbol in your answer.",0.09 ± 0.04;0.09±0.04;9e-2 ± 4e-2;9e-2±4e-2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.4 ± 0.2 A, n = 1<br>Use the ± symbol in your answer.",0.4 ± 1.3;0.4±1.3;4e-1 ± 1.3e0;4e-1±1.3e0,short_answer
"Does the following measurement agree with the known value of 10. A at the 90 % confidence level?<br>14 ± 7 A, n = 7",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 0.051 A at the 95 % confidence level?<br>0.044 ± 0.010 A, n = 20",No;no;N;n,short_answer
"Is the value 50 h in the 99 % confidence interval for the following measurement?<br>4.5 ± 1.4 h, n = 2",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>3.9 ± 0.2 atm, n = 3<br>Use the ± symbol in your answer.",3.9 ± 1.1;3.9±1.1;3.9e0 ± 1.1e0;3.9e0±1.1e0,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>1.9 ± 0.5 Hz, n = 40<br>Use the ± symbol in your answer.",1.9 ± 0.3;1.9±0.3;1.9e0 ± 3e-1;1.9e0±3e-1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.044 ± 0.007 kPa, n = 2<br>Use the ± symbol in your answer.",0.04 ± 0.03;0.04±0.03;4e-2 ± 3e-2;4e-2±3e-2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>8e3 ± 4e3 Pa, n = 15<br>Use the ± symbol in your answer.",8000 ± 2000;8000±2000;8e3 ± 2e3;8e3±2e3,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>5.2 ± 0.7 Hz, n = 10<br>Use the ± symbol in your answer.",5.2 ± 0.7;5.2±0.7;5.2e0 ± 7e-1;5.2e0±7e-1,short_answer
"Does the following measurement agree with the known value of 6.0 J at the 50 % confidence level?<br>6.0 ± 0.3 J, n = 30",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>610 ± 120 yr, n = 4<br>Use the ± symbol in your answer.",600 ± 400;600±400;6e2 ± 4e2;6e2±4e2,short_answer
"Is the value 0.8 Hz in the 50 % confidence interval for the following measurement?<br>0.8 ± 0.2 Hz, n = 60",Yes;yes;Y;y,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.074 ± 0.002 N, n = 5<br>Use the ± symbol in your answer.",0.074 ± 0.002;0.074±0.002;7.4e-2 ± 2e-3;7.4e-2±2e-3,short_answer
"Is the value 24 km in the 99.9 % confidence interval for the following measurement?<br>28 ± 8 km, n = 40",Yes;yes;Y;y,short_answer
"Is the value 400 kg in the 99.9 % confidence interval for the following measurement?<br>600 ± 200 kg, n = 30",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>130 ± 60 ns, n = 8<br>Use the ± symbol in your answer.",130 ± 70;130±70;1.3e2 ± 7e1;1.3e2±7e1,short_answer
"Does the following measurement agree with the known value of 200 kcal at the 95 % confidence level?<br>620 ± 140 kcal, n = 3",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 340 kPa at the 95 % confidence level?<br>360 ± 40 kPa, n = 10",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>10.5 ± 0.9 L, n = 1<br>Use the ± symbol in your answer.",11 ± 6;11±6;1.1e1 ± 6e0;1.1e1±6e0,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>15 ± 3 kPa, n = 9<br>Use the ± symbol in your answer.",15 ± 3;15±3;1.5e1 ± 3e0;1.5e1±3e0,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>40 ± 20 m, n = 25<br>Use the ± symbol in your answer.",40 ± 20;40±20;4e1 ± 2e1;4e1±2e1,short_answer
"Is the value 740 mbar in the 95 % confidence interval for the following measurement?<br>760 ± 70 mbar, n = 15",Yes;yes;Y;y,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.114 ± 0.014 mmHg, n = 20<br>Use the ± symbol in your answer.",0.114 ± 0.012;0.114±0.012;1.14e-1 ± 1.2e-2;1.14e-1±1.2e-2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>1.43e3 ± 2e1 ns, n = 5<br>Use the ± symbol in your answer.",1430 ± 20;1430±20;1.43e3 ± 2e1;1.43e3±2e1,short_answer
"Does the following measurement agree with the known value of 6.2 kcal at the 99.9 % confidence level?<br>5.64 ± 0.10 kcal, n = 4",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>4.2e3 ± 1.3e3 nm, n = 120<br>Use the ± symbol in your answer.",4.20e3 ± 80;4.20e3±80;4.20e3 ± 8e1;4.20e3±8e1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.047 ± 0.008 nm, n = 25<br>Use the ± symbol in your answer.",0.047 ± 0.003;0.047±0.003;4.7e-2 ± 3e-3;4.7e-2±3e-3,short_answer
"Is the value 14 yr in the 99.9 % confidence interval for the following measurement?<br>16 ± 2 yr, n = 25",No;no;N;n,short_answer
"Is the value 6000 Pa in the 99 % confidence interval for the following measurement?<br>3.8e3 ± 1.4e3 Pa, n = 7",No;no;N;n,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>500 ± 200 kV, n = 9<br>Use the ± symbol in your answer.",5.0e2 ± 50;5.0e2±50;5.0e2 ± 5e1;5.0e2±5e1,short_answer
"Is the value 0.13 Torr in the 90 % confidence interval for the following measurement?<br>0.15 ± 0.07 Torr, n = 20",Yes;yes;Y;y,short_answer
"Is the value 0.012 kg in the 99 % confidence interval for the following measurement?<br>0.016 ± 0.005 kg, n = 6",Yes;yes;Y;y,short_answer
"Is the value 4.2 cal in the 50 % confidence interval for the following measurement?<br>4.3 ± 0.3 cal, n = 20",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 4 K at the 50 % confidence level?<br>4 ± 2 K, n = 25",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 0.34 ns at the 95 % confidence level?<br>0.29 ± 0.12 ns, n = 40",No;no;N;n,short_answer
"Is the value 0.8 kV in the 90 % confidence interval for the following measurement?<br>0.9 ± 0.2 kV, n = 40",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>6.3 ± 0.7 N, n = 3<br>Use the ± symbol in your answer.",6 ± 13;6±13;6e0 ± 1.3e1;6e0±1.3e1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>15 ± 3 kPa, n = 25<br>Use the ± symbol in your answer.",15.0 ± 1.0;15.0±1.0;1.50e1 ± 1.0e0;1.50e1±1.0e0,short_answer
"Is the value 0.05 kV in the 99.9 % confidence interval for the following measurement?<br>0.07 ± 0.02 kV, n = 30",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>3.9e3 ± 4e2 kg, n = 15<br>Use the ± symbol in your answer.",3900 ± 200;3900±200;3.9e3 ± 2e2;3.9e3±2e2,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>40 ± 20 kcal, n = 120<br>Use the ± symbol in your answer.",40. ± 5;40.±5;4.0e1 ± 5e0;4.0e1±5e0,short_answer
"Is the value 3000 Torr in the 99 % confidence interval for the following measurement?<br>4e3 ± 2e3 Torr, n = 40",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 2400 N at the 99 % confidence level?<br>2.6e3 ± 2e2 N, n = 9",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.8 ± 0.2 atm, n = 20<br>Use the ± symbol in your answer.",0.8 ± 0.2;0.8±0.2;8e-1 ± 2e-1;8e-1±2e-1,short_answer
"Is the value 0.011 kPa in the 99.9 % confidence interval for the following measurement?<br>0.017 ± 0.002 kPa, n = 8",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>140 ± 60 atm, n = 40<br>Use the ± symbol in your answer.",140 ± 20;140±20;1.4e2 ± 2e1;1.4e2±2e1,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.18 ± 0.04 N, n = 60<br>Use the ± symbol in your answer.",0.180 ± 0.014;0.180±0.014;1.80e-1 ± 1.4e-2;1.80e-1±1.4e-2,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.5 ± 0.2 kcal, n = 120<br>Use the ± symbol in your answer.",0.50 ± 0.05;0.50±0.05;5.0e-1 ± 5e-2;5.0e-1±5e-2,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.017 ± 0.003 M, n = 10<br>Use the ± symbol in your answer.",0.0170 ± 0.0007;0.0170±0.0007;1.70e-2 ± 7e-4;1.70e-2±7e-4,short_answer
"Is the value 5000 Torr in the 50 % confidence interval for the following measurement?<br>4e3 ± 2e3 Torr, n = 5",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>1.6e3 ± 4e2 kV, n = 3<br>Use the ± symbol in your answer.",1600 ± 1.0e3;1600±1.0e3;1.6e3 ± 1.0e3;1.6e3±1.0e3,short_answer
"Is the value 5 s in the 50 % confidence interval for the following measurement?<br>5 ± 2 s, n = 30",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>11 ± 5 m, n = 6<br>Use the ± symbol in your answer.",11 ± 8;11±8;1.1e1 ± 8e0;1.1e1±8e0,short_answer
"Does the following measurement agree with the known value of 0.033 K at the 50 % confidence level?<br>0.031 ± 0.011 K, n = 15",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 2300 m at the 90 % confidence level?<br>3.2e3 ± 1.3e3 m, n = 9",No;no;N;n,short_answer
"Is the value 0.034 M in the 50 % confidence interval for the following measurement?<br>0.031 ± 0.006 M, n = 3",No;no;N;n,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.18 ± 0.07 Hz, n = 5<br>Use the ± symbol in your answer.",0.18 ± 0.02;0.18±0.02;1.8e-1 ± 2e-2;1.8e-1±2e-2,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.09 ± 0.02 J, n = 2<br>Use the ± symbol in your answer.",0. ± 9;0.±9;0e0 ± 9e0;0e0±9e0,short_answer
"Does the following measurement agree with the known value of 0.5 mmHg at the 50 % confidence level?<br>0.5 ± 0.2 mmHg, n = 7",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 7 kV at the 99 % confidence level?<br>8 ± 2 kV, n = 30",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.14 ± 0.04 Torr, n = 20<br>Use the ± symbol in your answer.",0.14 ± 0.02;0.14±0.02;1.4e-1 ± 2e-2;1.4e-1±2e-2,short_answer
"Is the value 90 mA in the 95 % confidence interval for the following measurement?<br>26 ± 8 mA, n = 2",Yes;yes;Y;y,short_answer
"Is the value 56 V in the 50 % confidence interval for the following measurement?<br>54 ± 10. V, n = 6",Yes;yes;Y;y,short_answer
"Is the value 1.5 mmHg in the 95 % confidence interval for the following measurement?<br>1.6 ± 0.4 mmHg, n = 40",Yes;yes;Y;y,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>400 ± 200 Hz, n = 8<br>Use the ± symbol in your answer.",400 ± 400;400±400;4e2 ± 4e2;4e2±4e2,short_answer
"Is the value -40 A in the 99 % confidence interval for the following measurement?<br>1.9 ± 0.6 A, n = 1",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>2.3e3 ± 7e2 nm, n = 8<br>Use the ± symbol in your answer.",2300 ± 900;2300±900;2.3e3 ± 9e2;2.3e3±9e2,short_answer
"Does the following measurement agree with the known value of 1.3 mol at the 90 % confidence level?<br>1.2 ± 0.3 mol, n = 60",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>600 ± 200 L, n = 8<br>Use the ± symbol in your answer.",6.0e2 ± 130;6.0e2±130;6.0e2 ± 1.3e2;6.0e2±1.3e2,short_answer
"Is the value -0e-230 mbar in the 99 % confidence interval for the following measurement?<br>0.10 ± 0.04 mbar, n = 5",No;no;N;n,short_answer
"Is the value 180 s in the 90 % confidence interval for the following measurement?<br>180 ± 20 s, n = 120",Yes;yes;Y;y,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>60 ± 20 mA, n = 15<br>Use the ± symbol in your answer.",60. ± 11;60.±11;6.0e1 ± 1.1e1;6.0e1±1.1e1,short_answer
"Does the following measurement agree with the known value of 0.012 atm at the 50 % confidence level?<br>0.013 ± 0.004 atm, n = 9",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>1.2e3 ± 2e2 Torr, n = 8<br>Use the ± symbol in your answer.",1200 ± 200;1200±200;1.2e3 ± 2e2;1.2e3±2e2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>10. ± 4 A, n = 60<br>Use the ± symbol in your answer.",10.0 ± 0.9;10.0±0.9;1.00e1 ± 9e-1;1.00e1±9e-1,short_answer
"Is the value 0.14 kg in the 95 % confidence interval for the following measurement?<br>0.12 ± 0.02 kg, n = 7",No;no;N;n,short_answer
"Is the value 20. nm in the 50 % confidence interval for the following measurement?<br>17 ± 8 nm, n = 2",Yes;yes;Y;y,short_answer
"Is the value 1.1 mM in the 99.9 % confidence interval for the following measurement?<br>0.7 ± 0.3 mM, n = 9",Yes;yes;Y;y,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>1.0e3 ± 300 mL, n = 30<br>Use the ± symbol in your answer.",1.0e3 ± 200;1.0e3±200;1.0e3 ± 2e2;1.0e3±2e2,short_answer
"Does the following measurement agree with the known value of -2000 A at the 99 % confidence level?<br>2.0e2 ± 40 A, n = 2",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>1.0 ± 0.4 kV, n = 4<br>Use the ± symbol in your answer.",1.0 ± 0.5;1.0±0.5;1.0e0 ± 5e-1;1.0e0±5e-1,short_answer
"Is the value 0.24 W in the 50 % confidence interval for the following measurement?<br>0.28 ± 0.06 W, n = 1",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 60 N at the 99 % confidence level?<br>40 ± 20 N, n = 8",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>25 ± 8 W, n = 6<br>Use the ± symbol in your answer.",25 ± 8;25±8;2.5e1 ± 8e0;2.5e1±8e0,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>5.5e3 ± 9e2 K, n = 20<br>Use the ± symbol in your answer.",5500 ± 600;5500±600;5.5e3 ± 6e2;5.5e3±6e2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>160 ± 20 nm, n = 30<br>Use the ± symbol in your answer.",160. ± 7;160.±7;1.60e2 ± 7e0;1.60e2±7e0,short_answer
"Is the value 0.1 kPa in the 95 % confidence interval for the following measurement?<br>0.24 ± 0.11 kPa, n = 3",Yes;yes;Y;y,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>450 ± 1.0e2 h, n = 30<br>Use the ± symbol in your answer.",450 ± 40;450±40;4.5e2 ± 4e1;4.5e2±4e1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.14 ± 0.03 mM, n = 6<br>Use the ± symbol in your answer.",0.14 ± 0.02;0.14±0.02;1.4e-1 ± 2e-2;1.4e-1±2e-2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>13 ± 6 kJ, n = 10<br>Use the ± symbol in your answer.",13 ± 4;13±4;1.3e1 ± 4e0;1.3e1±4e0,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>1.9e3 ± 7e2 mL, n = 3<br>Use the ± symbol in your answer.",2000 ± 13000;2000±13000;2e3 ± 1.3e4;2e3±1.3e4,short_answer
"Does the following measurement agree with the known value of 20 kV at the 95 % confidence level?<br>10. ± 4 kV, n = 3",No;no;N;n,short_answer
"Is the value 11 Hz in the 95 % confidence interval for the following measurement?<br>13 ± 2 Hz, n = 9",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>12 ± 3 V, n = 4<br>Use the ± symbol in your answer.",12 ± 4;12±4;1.2e1 ± 4e0;1.2e1±4e0,short_answer
"Is the value 1500 Torr in the 99 % confidence interval for the following measurement?<br>800 ± 400 Torr, n = 4",Yes;yes;Y;y,short_answer
"Is the value 0.031 nm in the 99.9 % confidence interval for the following measurement?<br>0.024 ± 0.011 nm, n = 25",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>1.17 ± 0.02 mol, n = 15<br>Use the ± symbol in your answer.",1.170 ± 0.004;1.170±0.004;1.170e0 ± 4e-3;1.170e0±4e-3,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.08 ± 0.04 N, n = 8<br>Use the ± symbol in your answer.",0.08 ± 0.03;0.08±0.03;8e-2 ± 3e-2;8e-2±3e-2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.078 ± 0.005 cal, n = 5<br>Use the ± symbol in your answer.",0.078 ± 0.006;0.078±0.006;7.8e-2 ± 6e-3;7.8e-2±6e-3,short_answer
"Is the value 210 mol in the 50 % confidence interval for the following measurement?<br>220 ± 80 mol, n = 30",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.15 ± 0.05 s, n = 3<br>Use the ± symbol in your answer.",0.15 ± 0.12;0.15±0.12;1.5e-1 ± 1.2e-1;1.5e-1±1.2e-1,short_answer
"Is the value 9000 ms in the 50 % confidence interval for the following measurement?<br>9e3 ± 3e3 ms, n = 25",Yes;yes;Y;y,short_answer
"Is the value 0.5 g in the 95 % confidence interval for the following measurement?<br>0.6 ± 0.3 g, n = 120",No;no;N;n,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>20. ± 4 bar, n = 4<br>Use the ± symbol in your answer.",20. ± 2;20.±2;2.0e1 ± 2e0;2.0e1±2e0,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>70 ± 20 L, n = 5<br>Use the ± symbol in your answer.",70 ± 20;70±20;7e1 ± 2e1;7e1±2e1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>26 ± 2 mol, n = 20<br>Use the ± symbol in your answer.",26.0 ± 0.8;26.0±0.8;2.60e1 ± 8e-1;2.60e1±8e-1,short_answer
"Does the following measurement agree with the known value of 2700 kcal at the 90 % confidence level?<br>2.5e3 ± 7e2 kcal, n = 60",No;no;N;n,short_answer
"Is the value 20. Torr in the 99 % confidence interval for the following measurement?<br>9 ± 4 Torr, n = 4",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 500 atm at the 50 % confidence level?<br>600 ± 200 atm, n = 6",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.10 V at the 50 % confidence level?<br>0.09 ± 0.03 V, n = 7",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>19 ± 6 Pa, n = 2<br>Use the ± symbol in your answer.",20 ± 50;20±50;2e1 ± 5e1;2e1±5e1,short_answer
"Does the following measurement agree with the known value of 180 W at the 99.9 % confidence level?<br>1.0e2 ± 30 W, n = 7",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 1.0 yr at the 99.9 % confidence level?<br>0.67 ± 0.07 yr, n = 5",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>2.2 ± 1.0 kJ, n = 4<br>Use the ± symbol in your answer.",2 ± 2;2±2;2e0 ± 2e0;2e0±2e0,short_answer
"Does the following measurement agree with the known value of 0.14 M at the 95 % confidence level?<br>0.10 ± 0.04 M, n = 8",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.26 ± 0.04 A, n = 10<br>Use the ± symbol in your answer.",0.26 ± 0.04;0.26±0.04;2.6e-1 ± 4e-2;2.6e-1±4e-2,short_answer
"Is the value 2e4 mA in the 90 % confidence interval for the following measurement?<br>8e3 ± 3e3 mA, n = 1",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>4.1e3 ± 1.1e3 yr, n = 6<br>Use the ± symbol in your answer.",4100 ± 900;4100±900;4.1e3 ± 9e2;4.1e3±9e2,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>210 ± 50 m, n = 40<br>Use the ± symbol in your answer.",210 ± 30;210±30;2.1e2 ± 3e1;2.1e2±3e1,short_answer
"Does the following measurement agree with the known value of 0.012 mmHg at the 95 % confidence level?<br>0.013 ± 0.002 mmHg, n = 25",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.38 ± 0.08 kV, n = 8<br>Use the ± symbol in your answer.",0.38 ± 0.10;0.38±0.10;3.8e-1 ± 1.0e-1;3.8e-1±1.0e-1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>51 ± 11 kJ, n = 1<br>Use the ± symbol in your answer.",50 ± 70;50±70;5e1 ± 7e1;5e1±7e1,short_answer
"Is the value 240 N in the 90 % confidence interval for the following measurement?<br>170 ± 50 N, n = 3",Yes;yes;Y;y,short_answer
"Is the value 0.8 s in the 99 % confidence interval for the following measurement?<br>0.55 ± 0.14 s, n = 8",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.017 kcal at the 90 % confidence level?<br>0.0151 ± 0.0014 kcal, n = 3",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.017 ± 0.004 A, n = 3<br>Use the ± symbol in your answer.",0.017 ± 0.007;0.017±0.007;1.7e-2 ± 7e-3;1.7e-2±7e-3,short_answer
"Does the following measurement agree with the known value of 0.21 bar at the 95 % confidence level?<br>0.24 ± 0.06 bar, n = 20",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.020 ± 0.008 mL, n = 4<br>Use the ± symbol in your answer.",0.020 ± 0.013;0.020±0.013;2.0e-2 ± 1.3e-2;2.0e-2±1.3e-2,short_answer
"Does the following measurement agree with the known value of -3000 Hz at the 90 % confidence level?<br>1.8e3 ± 7e2 Hz, n = 1",No;no;N;n,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>19 ± 6 mL, n = 60<br>Use the ± symbol in your answer.",19.0 ± 0.5;19.0±0.5;1.90e1 ± 5e-1;1.90e1±5e-1,short_answer
"Is the value 0.20 M in the 50 % confidence interval for the following measurement?<br>0.19 ± 0.04 M, n = 8",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.93 ± 0.05 s, n = 120<br>Use the ± symbol in your answer.",0.930 ± 0.009;0.930±0.009;9.30e-1 ± 9e-3;9.30e-1±9e-3,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>1.2 ± 0.4 K, n = 4<br>Use the ± symbol in your answer.",1 ± 3;1±3;1e0 ± 3e0;1e0±3e0,short_answer
"Does the following measurement agree with the known value of 0.9 nm at the 99.9 % confidence level?<br>0.6 ± 0.2 nm, n = 8",Yes;yes;Y;y,short_answer
"Is the value 1760 Pa in the 95 % confidence interval for the following measurement?<br>1.61e3 ± 1.0e2 Pa, n = 6",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>80 ± 30 nm, n = 2<br>Use the ± symbol in your answer.",100 ± 300;100±300;1e2 ± 3e2;1e2±3e2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>1.0e3 ± 400 N, n = 20<br>Use the ± symbol in your answer.",1.0e3 ± 200;1.0e3±200;1.0e3 ± 2e2;1.0e3±2e2,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.10 ± 0.02 K, n = 9<br>Use the ± symbol in your answer.",0.10 ± 0.02;0.10±0.02;1.0e-1 ± 2e-2;1.0e-1±2e-2,short_answer
"Does the following measurement agree with the known value of 0.10 yr at the 95 % confidence level?<br>0.07 ± 0.02 yr, n = 6",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.93 ± 0.04 kcal, n = 9<br>Use the ± symbol in your answer.",0.93 ± 0.02;0.93±0.02;9.3e-1 ± 2e-2;9.3e-1±2e-2,short_answer
"Is the value 290 Pa in the 99.9 % confidence interval for the following measurement?<br>254 ± 9 Pa, n = 5",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.33 ± 0.09 L, n = 25<br>Use the ± symbol in your answer.",0.33 ± 0.04;0.33±0.04;3.3e-1 ± 4e-2;3.3e-1±4e-2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>1.8e3 ± 6e2 kJ, n = 1<br>Use the ± symbol in your answer.",2000 ± 4000;2000±4000;2e3 ± 4e3;2e3±4e3,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.15 ± 0.08 W, n = 60<br>Use the ± symbol in your answer.",0.15 ± 0.02;0.15±0.02;1.5e-1 ± 2e-2;1.5e-1±2e-2,short_answer
"Does the following measurement agree with the known value of 3.9 m at the 90 % confidence level?<br>3.7 ± 0.4 m, n = 20",Yes;yes;Y;y,short_answer
"Is the value 250 cal in the 95 % confidence interval for the following measurement?<br>240 ± 20 cal, n = 30",No;no;N;n,short_answer
"Does the following measurement agree with the known value of -0.05 kPa at the 99 % confidence level?<br>0.10 ± 0.02 kPa, n = 3",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 2400 mM at the 90 % confidence level?<br>2.5e3 ± 5e2 mM, n = 30",Yes;yes;Y;y,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.032 ± 0.009 mM, n = 15<br>Use the ± symbol in your answer.",0.032 ± 0.010;0.032±0.010;3.2e-2 ± 1.0e-2;3.2e-2±1.0e-2,short_answer
"Is the value 3000 V in the 99.9 % confidence interval for the following measurement?<br>700 ± 300 V, n = 4",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>1.4 ± 0.2 mbar, n = 7<br>Use the ± symbol in your answer.",1.4 ± 0.2;1.4±0.2;1.4e0 ± 2e-1;1.4e0±2e-1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.039 ± 0.010 W, n = 1<br>Use the ± symbol in your answer.",0.039 ± 0.010;0.039±0.010;3.9e-2 ± 1.0e-2;3.9e-2±1.0e-2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.055 ± 0.005 K, n = 9<br>Use the ± symbol in your answer.",0.055 ± 0.004;0.055±0.004;5.5e-2 ± 4e-3;5.5e-2±4e-3,short_answer
"Does the following measurement agree with the known value of 2.0 L at the 50 % confidence level?<br>1.9 ± 0.4 L, n = 4",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>18 ± 3 atm, n = 10<br>Use the ± symbol in your answer.",18 ± 2;18±2;1.8e1 ± 2e0;1.8e1±2e0,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>3 ± 2 bar, n = 6<br>Use the ± symbol in your answer.",3 ± 2;3±2;3e0 ± 2e0;3e0±2e0,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>1.9 ± 0.8 g, n = 7<br>Use the ± symbol in your answer.",1.9 ± 0.7;1.9±0.7;1.9e0 ± 7e-1;1.9e0±7e-1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>280 ± 60 cal, n = 2<br>Use the ± symbol in your answer.",300 ± 300;300±300;3e2 ± 3e2;3e2±3e2,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.04 ± 0.02 kcal, n = 30<br>Use the ± symbol in your answer.",0.040 ± 0.013;0.040±0.013;4.0e-2 ± 1.3e-2;4.0e-2±1.3e-2,short_answer
"Does the following measurement agree with the known value of 0.9 K at the 99.9 % confidence level?<br>0.015 ± 0.002 K, n = 2",Yes;yes;Y;y,short_answer
